"ids" "roc_1" "roc_2" "roc_3" "roc_4" "roc_5" "roc_6" "roc_7" "roc_8" "roc_9" "roc_10" "roc_11" "roc_12" "roc_13" "roc_14" "roc_15" "roc_16" "roc_17" "roc_18" "roc_19" "roc_20"
1 0.795608108108108 0.782818532818533 0.798986486486487 0.788368725868726 0.780405405405405 0.768822393822394 0.763272200772201 0.755067567567568 0.757722007722008 0.763754826254826 0.767374517374517 0.766891891891892 0.768339768339768 0.768581081081081 0.813947876447876 0.815395752895753 0.81780888030888 0.82046332046332 0.839285714285714 0.840250965250965
2 0.934332948865821 0.903883121876201 0.948865820838139 0.934025374855825 0.925182622068435 0.918108419838524 0.891041906958862 0.883506343713956 0.879123414071511 0.881199538638985 0.864282968089196 0.878892733564014 0.884736639753941 0.887889273356401 0.884044598231449 0.809688581314879 0.802537485582468 0.830911188004614 0.828681276432141 0.82798923490965
3 0.818164580963216 0.78194918467956 0.726962457337884 0.629503223359879 0.624383769434964 0.614903299203641 0.633674630261661 0.64069017823284 0.643534319302237 0.659651118695487 0.686006825938567 0.660788775123246 0.674819871065605 0.679180887372014 0.45544178991278 0.459992415623815 0.443875616230565 0.441600303375047 0.425483503981797 0.416003033750474
4 0.803571428571429 0.777597402597403 0.775162337662338 0.775974025974026 0.793831168831169 0.799512987012987 0.810064935064935 0.811688311688312 0.75487012987013 0.758928571428571 0.756493506493507 0.771915584415584 0.772727272727273 0.75487012987013 0.761363636363636 0.786525974025974 0.788961038961039 0.805194805194805 0.814935064935065 0.823051948051948
5 0.796325459317585 0.794225721784777 0.745406824146982 0.729133858267717 0.711811023622047 0.711286089238845 0.698687664041995 0.710236220472441 0.731233595800525 0.728608923884514 0.710236220472441 0.722309711286089 0.746981627296588 0.765879265091863 0.779527559055118 0.769028871391076 0.772178477690289 0.758005249343832 0.710236220472441 0.72755905511811
6 0.844137931034483 0.842068965517241 0.853333333333333 0.855172413793103 0.877931034482759 0.888965517241379 0.872413793103448 0.877701149425287 0.889885057471264 0.893103448275862 0.928275862068966 0.92 0.921149425287356 0.921609195402299 0.907126436781609 0.888505747126437 0.888735632183908 0.898620689655172 0.89816091954023 0.897701149425287
7 0.858217592592593 0.921875 0.955439814814815 0.970486111111111 0.980324074074074 0.97974537037037 0.97974537037037 0.983217592592593 0.986689814814815 0.978009259259259 0.977430555555556 0.978587962962963 0.97974537037037 0.981481481481482 0.983217592592593 0.984375 0.984375 0.984375 0.986111111111111 0.977430555555556
8 0.765151515151515 0.727272727272727 0.699775533108866 0.675645342312009 0.921156004489338 0.90628507295174 0.887485970819304 0.89337822671156 0.896184062850729 0.892817059483726 0.885521885521885 0.87682379349046 0.850448933782267 0.835858585858586 0.834175084175084 0.831649831649832 0.831369248035915 0.834736251402918 0.843153759820427 0.845117845117845
9 0.617052881758764 0.621806298276886 0.678550207961973 0.741681521093286 0.747994652406417 0.808823529411765 0.829768270944741 0.846702317290553 0.846553773024361 0.974598930481283 0.975787284610814 0.97586155674391 0.975935828877005 0.976158645276292 0.976975638740345 0.977866904337493 0.977941176470588 0.978832442067736 0.97875816993464 0.979129530600119
10 0.778214717146015 0.776055722620608 0.739956820109492 0.707057855912818 0.678361220345953 0.666293983087876 0.674827151926389 0.669673837612769 0.66964813529699 0.6660241087722 0.660909347932249 0.66260570077364 0.710322050016707 0.703922173387822 0.704282005808723 0.68738273318426 0.685994808132213 0.687549798236821 0.636080910890071 0.653712699514226
11 0.882860322760156 0.907902058987201 0.91471897607123 0.917501391207568 0.874373956594324 0.888007790762382 0.893155258764608 0.899693934335003 0.901780745687257 0.906928213689483 0.911519198664441 0.920840289371174 0.927935447968837 0.924457429048414 0.94268224819143 0.943238731218698 0.952281580411797 0.955620478575403 0.969254312743461 0.971062882582081
12 0.827185766925969 0.823017084155283 0.840808426694458 0.84920162280865 0.841124799940447 0.860349127182045 0.864406148807087 0.894777980422079 0.893773030111289 0.882048609818737 0.874604533442513 0.871087207354747 0.874939516879443 0.867365169166636 0.9700375925857 0.965571146759966 0.953828116276473 0.934827111326162 0.927885510105334 0.930658428555477
13 0.734709480122324 0.778351172273191 0.785136340468909 0.784722222222222 0.758632772680938 0.758505351681957 0.773190621814475 0.774241845056065 0.775293068297655 0.775739041794088 0.774878950050968 0.775547910295617 0.776344291539246 0.777586646279307 0.778765290519878 0.777268093781855 0.8134875127421 0.813105249745158 0.814124617737003 0.821801732925586
14 0.797112018669778 0.813156359393232 0.809947491248541 0.813010501750292 0.830950991831972 0.827596266044341 0.828179696616103 0.824824970828471 0.795653442240373 0.80950991831972 0.809218203033839 0.813156359393232 0.816365227537923 0.817240373395566 0.788360560093349 0.789089848308051 0.790256709451575 0.78267211201867 0.755688448074679 0.756417736289382
15 0.730711796913887 0.757093081134893 0.732205077152812 0.710552513688402 0.722498755599801 0.783723245395719 0.784967645594823 0.786212045793927 0.788949726231956 0.791687406669985 0.769537083125933 0.769288203086112 0.753359880537581 0.757341961174714 0.759581881533101 0.762070681931309 0.764310602289696 0.764808362369338 0.771030363364858 0.773768043802887
16 0.787578576816696 0.789388986673372 0.808750314307267 0.809504651747548 0.866381694744782 0.881116419411617 0.865828513955243 0.870958008549158 0.872818707568519 0.877344732210209 0.876640683932613 0.890067890369625 0.89233090269047 0.881166708574302 0.881468443550415 0.861654513452351 0.864219260749309 0.887654010560724 0.887553432235353 0.873422177520744
17 0.705936920222634 0.734230055658627 0.752937538651824 0.756184291898578 0.763605442176871 0.775355596784168 0.776747062461348 0.779375386518244 0.706400742115028 0.715986394557823 0.719387755102041 0.720315398886827 0.720315398886827 0.723098330241187 0.72108843537415 0.717377860235003 0.717841682127396 0.720470006184292 0.718460111317254 0.732529375386518
18 0.840587044534413 0.850202429149798 0.856401821862348 0.856907894736842 0.862854251012146 0.866523279352227 0.875253036437247 0.878795546558705 0.879175101214575 0.88081983805668 0.888031376518219 0.887398785425101 0.892839068825911 0.887145748987854 0.899164979757085 0.907515182186235 0.908527327935223 0.90878036437247 0.909665991902834 0.901948380566802
19 0.759935336117473 0.741479186312812 0.778256769500202 0.801562710494409 0.819614711033275 0.82365620369123 0.828236562036912 0.840495756432709 0.802101576182137 0.787956351879294 0.680048497911895 0.632493600969958 0.638151690691095 0.613768018321433 0.589519062373703 0.600700525394046 0.601374107503705 0.596928465579954 0.606628047959046 0.690556378822578
